PopName,Area,Year,YearReg,Month,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
ISL,01,1913,1913,12,31,O,175,.,.,.,1
ISL,01,1913,1913,TOT,31,O,2216,.,.,.,1
ISL,01,1914,1914,1,31,O,175,.,.,.,1
ISL,01,1914,1914,2,31,O,176,.,.,.,1
ISL,01,1914,1914,3,31,O,172,.,.,.,1
ISL,01,1914,1914,4,31,O,190,.,.,.,1
ISL,01,1914,1914,5,31,O,184,.,.,.,1
ISL,01,1914,1914,6,31,O,185,.,.,.,1
ISL,01,1914,1914,7,31,O,225,.,.,.,1
ISL,01,1914,1914,8,31,O,265,.,.,.,1
ISL,01,1914,1914,9,31,O,203,.,.,.,1
ISL,01,1914,1914,10,31,O,203,.,.,.,1
ISL,01,1914,1914,11,31,O,185,.,.,.,1
ISL,01,1914,1914,12,31,O,175,.,.,.,1
ISL,01,1914,1914,TOT,31,O,2338,.,.,.,1
ISL,01,1915,1915,1,31,O,183,.,.,.,1
ISL,01,1915,1915,2,31,O,160,.,.,.,1
ISL,01,1915,1915,3,31,O,172,.,.,.,1
ISL,01,1915,1915,4,31,O,171,.,.,.,1
ISL,01,1915,1915,5,31,O,152,.,.,.,1
